,Unnamed: 0,causalrep_trainaccs_10000.0,causalrep_trainaccs_1000.0,causalrep_trainaccs_100.0,causalrep_trainaccs_10.0,causalrep_trainaccs_1.0,causalrep_trainaccs_0.1,causalrep_trainaccs_0.01,causalrep_trainaccs_0.001,causalrep_trainaccs_0.0001,causalrep_trainaccs_1e-05,causalrep_testobsaccs_10000.0,causalrep_testobsaccs_1000.0,causalrep_testobsaccs_100.0,causalrep_testobsaccs_10.0,causalrep_testobsaccs_1.0,causalrep_testobsaccs_0.1,causalrep_testobsaccs_0.01,causalrep_testobsaccs_0.001,causalrep_testobsaccs_0.0001,causalrep_testobsaccs_1e-05,causalrep_testctaccs_10000.0,causalrep_testctaccs_1000.0,causalrep_testctaccs_100.0,causalrep_testctaccs_10.0,causalrep_testctaccs_1.0,causalrep_testctaccs_0.1,causalrep_testctaccs_0.01,causalrep_testctaccs_0.001,causalrep_testctaccs_0.0001,causalrep_testctaccs_1e-05,naive_testct_lintrainacc,naive_testct_lintestacc,naive_testct_ridgetrainaccs_10000.0,naive_testct_ridgetrainaccs_1000.0,naive_testct_ridgetrainaccs_100.0,naive_testct_ridgetrainaccs_10.0,naive_testct_ridgetrainaccs_1.0,naive_testct_ridgetrainaccs_0.1,naive_testct_ridgetrainaccs_0.01,naive_testct_ridgetrainaccs_0.001,naive_testct_ridgetrainaccs_0.0001,naive_testct_ridgetrainaccs_1e-05,naive_testct_ridgetestaccs_10000.0,naive_testct_ridgetestaccs_1000.0,naive_testct_ridgetestaccs_100.0,naive_testct_ridgetestaccs_10.0,naive_testct_ridgetestaccs_1.0,naive_testct_ridgetestaccs_0.1,naive_testct_ridgetestaccs_0.01,naive_testct_ridgetestaccs_0.001,naive_testct_ridgetestaccs_0.0001,naive_testct_ridgetestaccs_1e-05,naive_testobs_lintrainacc,naive_testobs_lintestacc,naive_testobs_ridgetrainaccs_10000.0,naive_testobs_ridgetrainaccs_1000.0,naive_testobs_ridgetrainaccs_100.0,naive_testobs_ridgetrainaccs_10.0,naive_testobs_ridgetrainaccs_1.0,naive_testobs_ridgetrainaccs_0.1,naive_testobs_ridgetrainaccs_0.01,naive_testobs_ridgetrainaccs_0.001,naive_testobs_ridgetrainaccs_0.0001,naive_testobs_ridgetrainaccs_1e-05,naive_testobs_ridgetestaccs_10000.0,naive_testobs_ridgetestaccs_1000.0,naive_testobs_ridgetestaccs_100.0,naive_testobs_ridgetestaccs_10.0,naive_testobs_ridgetestaccs_1.0,naive_testobs_ridgetestaccs_0.1,naive_testobs_ridgetestaccs_0.01,naive_testobs_ridgetestaccs_0.001,naive_testobs_ridgetestaccs_0.0001,naive_testobs_ridgetestaccs_1e-05,oracle_testct_lintrainacc,oracle_testct_lintestacc,oracle_testct_ridgetrainaccs_10000.0,oracle_testct_ridgetrainaccs_1000.0,oracle_testct_ridgetrainaccs_100.0,oracle_testct_ridgetrainaccs_10.0,oracle_testct_ridgetrainaccs_1.0,oracle_testct_ridgetrainaccs_0.1,oracle_testct_ridgetrainaccs_0.01,oracle_testct_ridgetrainaccs_0.001,oracle_testct_ridgetrainaccs_0.0001,oracle_testct_ridgetrainaccs_1e-05,oracle_testct_ridgetestaccs_10000.0,oracle_testct_ridgetestaccs_1000.0,oracle_testct_ridgetestaccs_100.0,oracle_testct_ridgetestaccs_10.0,oracle_testct_ridgetestaccs_1.0,oracle_testct_ridgetestaccs_0.1,oracle_testct_ridgetestaccs_0.01,oracle_testct_ridgetestaccs_0.001,oracle_testct_ridgetestaccs_0.0001,oracle_testct_ridgetestaccs_1e-05,oracle_testobs_lintrainacc,oracle_testobs_lintestacc,oracle_testobs_ridgetrainaccs_10000.0,oracle_testobs_ridgetrainaccs_1000.0,oracle_testobs_ridgetrainaccs_100.0,oracle_testobs_ridgetrainaccs_10.0,oracle_testobs_ridgetrainaccs_1.0,oracle_testobs_ridgetrainaccs_0.1,oracle_testobs_ridgetrainaccs_0.01,oracle_testobs_ridgetrainaccs_0.001,oracle_testobs_ridgetrainaccs_0.0001,oracle_testobs_ridgetrainaccs_1e-05,oracle_testobs_ridgetestaccs_10000.0,oracle_testobs_ridgetestaccs_1000.0,oracle_testobs_ridgetestaccs_100.0,oracle_testobs_ridgetestaccs_10.0,oracle_testobs_ridgetestaccs_1.0,oracle_testobs_ridgetestaccs_0.1,oracle_testobs_ridgetestaccs_0.01,oracle_testobs_ridgetestaccs_0.001,oracle_testobs_ridgetestaccs_0.0001,oracle_testobs_ridgetestaccs_1e-05,N,D,num_features,z_dim,spurious_corr,y_noise,l2_reg,lognormal,steps,hidden_dim,lr,mode,batch_size,mode_latent,mode_train_data,input_dim,randseed
0,0,0.8119069662034568,0.8384201429278567,0.8427251323378687,0.8706760056904319,0.9183180382137912,0.9248266160890891,0.9249541530950092,0.9249569488280059,0.9249571552033666,0.9249571552033666,0.8094030410080826,0.8348293221794612,0.8390962074307949,0.8678080176933051,0.9166698077938908,0.923260874779762,0.9233761008030222,0.9233773236303684,0.9233773258365676,0.9233773258365676,0.11997332808466832,-0.0743734496870414,-0.06397298019540433,0.2157258211617854,0.7350773208535245,0.8371319922315527,0.844273594929021,0.8449120534457779,0.8449836594062518,0.8449836594062518,0.9612895357510788,0.5266494077958127,0.9526997364766498,0.9611508300107175,0.9612879064065304,0.9612895191211857,0.9612895355844304,0.9612895357494118,0.961289535751062,0.9612895357510784,0.9612895357510788,0.9612895357510788,0.4411364275722801,0.503038687245695,0.523773290568389,0.5263553999900896,0.5266199415106215,0.5266464605106826,0.5266491130607478,0.5266493783222579,0.5266494048484736,0.5266494075010941,0.9612895357510788,0.9602013520613162,0.9526997364766498,0.9611508300107175,0.9612879064065304,0.9612895191211857,0.9612895355844304,0.9612895357494118,0.961289535751062,0.9612895357510784,0.9612895357510788,0.9612895357510788,0.9517302439180412,0.9600857332747798,0.9602025180860974,0.9602016215503368,0.9602013805746974,0.960201354928336,0.9602013523481752,0.9602013520900038,0.9602013520641852,0.9602013520616032,0.923087209013234,0.8504561992486386,0.8893500911764316,0.9225903406363416,0.9230820015752048,0.9230871566821576,0.9230872084896644,0.923087209007998,0.9230872090131818,0.9230872090132336,0.923087209013234,0.923087209013234,0.8285003096286881,0.8504452878494113,0.8504705785916861,0.8504577473200359,0.8504563551009221,0.8504562148442606,0.8504562008083045,0.8504561994046059,0.8504561992642351,0.8504561992501982,0.923087209013234,0.9216323833086394,0.8893500911764316,0.9225903406363416,0.9230820015752048,0.9230871566821576,0.9230872084896644,0.923087209007998,0.9230872090131818,0.9230872090132336,0.923087209013234,0.923087209013234,0.8886953922111759,0.9212466596438378,0.9216387015039534,0.9216334877918472,0.9216324985091612,0.9216323948762394,0.9216323844658748,0.9216323834243676,0.9216323833202122,0.9216323833097968,20000,5,2,1,0.95,0.1,1.0,0,10001,128,0.01,linear,100,pcaz,text,5,70508376
0,0,0.8520847971810898,0.8835597833797285,0.8847598415831022,0.8909459787002164,0.9099941119907924,0.9158340058474506,0.9159931404112076,0.9159950274060576,0.9159951025584468,0.9159951025584468,0.8518297044974281,0.8821029354231673,0.8831369225156694,0.8893918495055423,0.9088471464508916,0.9150470754119856,0.9152718572175108,0.9152799620236508,0.9152807963855412,0.9152807963855412,0.2374550310725767,0.1757658178802094,0.17415757596668135,0.24795707876702955,0.5251868047837073,0.6879964968217015,0.7109297720478092,0.7130073719185027,0.7132583083341032,0.7132583083341032,0.9486239807885126,0.4879507742962815,0.9382878625663058,0.948353624399288,0.9486204237007252,0.9486239440451848,0.9486239804198644,0.9486239807848248,0.9486239807884758,0.9486239807885124,0.9486239807885126,0.9486239807885126,0.33476371765795765,0.4480316192217957,0.4831928747192732,0.4874656982178489,0.4879021718587894,0.4879459131022178,0.4879502881673618,0.4879507256832858,0.487950769434972,0.4879507738101415,0.9486239807885126,0.949134930206655,0.9382878625663058,0.948353624399288,0.9486204237007252,0.9486239440451848,0.9486239804198644,0.9486239807848248,0.9486239807884758,0.9486239807885124,0.9486239807885126,0.9486239807885126,0.9393559362745806,0.9489238295516026,0.9491371597390272,0.9491354701197912,0.9491349874828368,0.9491349359672414,0.9491349307830436,0.9491349302642972,0.9491349302124192,0.9491349302072316,0.9126177365061198,0.6944509495487337,0.8774963064314732,0.9120044201639742,0.9126108134676298,0.91261766626468,0.9126177358026653,0.9126177364990842,0.9126177365060494,0.9126177365061191,0.9126177365061198,0.9126177365061198,0.5904993112768829,0.6718574718778813,0.6918046620850002,0.6941816754300719,0.6944239747674866,0.6944482515959844,0.6944506797487129,0.6944509225686846,0.6944509468507294,0.6944509492789344,0.9126177365061198,0.9117552921109692,0.8774963064314732,0.9120044201639742,0.9126108134676298,0.91261766626468,0.9126177358026653,0.9126177364990842,0.9126177365060494,0.9126177365061191,0.9126177365061198,0.9126177365061198,0.8774724577757131,0.9112183074094444,0.9117548065428672,0.9117558494704928,0.911755354000896,0.9117552983615992,0.9117552927366483,0.9117552921735432,0.9117552921172264,0.9117552921115948,20000,5,2,1,0.95,0.1,1.0,0,10001,128,0.01,linear,100,pcaz,text,5,79129054
0,0,0.8566659911952881,0.8878522409762046,0.889042611241567,0.8951692432929449,0.9136851570969448,0.9192003349704262,0.9193482906727968,0.919349970264533,0.9193500391529258,0.9193500391529258,0.8586585228269009,0.8891512663895679,0.8902233856081119,0.8962650140238486,0.9142454191130174,0.9190928564476244,0.919103211327134,0.9190917891780176,0.9190901397427446,0.9190901397427446,0.30043956882539913,0.2474909658556417,0.2467216790845799,0.31859685769189217,0.5804806470746029,0.7261926282557156,0.7460304071926149,0.7477922633737633,0.7480202515449227,0.7480202515449227,0.9527519494069436,0.4911336729485529,0.9427255971231794,0.9525012553551432,0.95274868245939,0.9527519156954549,0.9527519490687489,0.9527519494035606,0.9527519494069098,0.9527519494069432,0.9527519494069436,0.9527519494069436,0.3476673683168413,0.4538294634893694,0.4866899542927021,0.4906806605229694,0.4910882834776801,0.4911291331173124,0.4911332189565764,0.4911336275492577,0.4911336684086137,0.4911336724945501,0.9527519494069436,0.9516380695323085,0.9427255971231794,0.9525012553551432,0.95274868245939,0.9527519156954549,0.9527519490687489,0.9527519494035606,0.9527519494069098,0.9527519494069432,0.9527519494069436,0.9527519494069436,0.9422339350872829,0.9514964848966762,0.951647460723514,0.9516393243875128,0.9516381982852152,0.9516380824403872,0.9516380708234444,0.9516380696614252,0.9516380695452202,0.9516380695335996,0.9147287316617778,0.7240905571488768,0.8799891089773162,0.9141212758607529,0.91472187073454,0.9147286620470002,0.9147287309645956,0.9147287316548051,0.914728731661708,0.9147287316617772,0.9147287316617778,0.9147287316617778,0.6242287973389535,0.7031579743891954,0.7216574596839849,0.7238432036533292,0.7240657806119591,0.7240880790825492,0.7240903093381166,0.7240905323677594,0.7240905546707643,0.7240905569010647,0.9147287316617778,0.9147086758298733,0.8799891089773162,0.9141212758607529,0.91472187073454,0.9147286620470002,0.9147287309645956,0.9147287316548051,0.914728731661708,0.9147287316617772,0.9147287316617778,0.9147287316617778,0.8813026896468747,0.9143606776755792,0.914731322401466,0.914711600631733,0.914708975021152,0.9147087058162248,0.9147086788291808,0.9147086761298108,0.914708675859867,0.9147086758328726,20000,5,2,1,0.95,0.1,1.0,0,10001,128,0.01,linear,100,pcaz,text,5,22779574
0,0,0.8511122483401256,0.883257645604848,0.8849569056105564,0.8947703605213928,0.9198532433657785,0.9256843726634764,0.9258202437162516,0.9258227180664201,0.9258228059867866,0.9258228059867866,0.8526304693261321,0.8843446305522041,0.8859689849762299,0.8957427161499778,0.9207066621346596,0.9264637120572508,0.9265884251639518,0.9265895536442518,0.9265895230432212,0.9265895230432212,-0.3117073711149574,-0.544582115321365,-0.5568357755158746,-0.3882804762402594,0.15578019078249206,0.4183693931679243,0.4520668956260089,0.4559381055161103,0.4563139755332798,0.4563139755332798,0.9563383130746891,0.5044411429768074,0.9469018561603006,0.9561421537874888,0.9563358483895544,0.9563382877348736,0.9563383128205722,0.9563383130721472,0.9563383130746635,0.9563383130746888,0.9563383130746891,0.9563383130746891,0.3855408264143506,0.4726142182593465,0.5006103641535127,0.5040501132446675,0.50440195867995,0.5044372237320247,0.5044407510441614,0.5044411037834468,0.5044411390574549,0.5044411425848585,0.9563383130746891,0.9560660923622244,0.9469018561603006,0.9561421537874888,0.9563358483895544,0.9563382877348736,0.9563383128205722,0.9563383130721472,0.9563383130746635,0.9563383130746888,0.9563383130746891,0.9563383130746891,0.9469608228027652,0.9558966387151164,0.9560658460786824,0.956066282764256,0.9560661136192624,0.9560660945101656,0.9560660925772412,0.9560660923837284,0.9560660923643748,0.9560660923624396,0.9183243088377072,0.7719106237660721,0.8832371304280994,0.9177589850719742,0.918318144270064,0.9183242465659228,0.9183243082143484,0.9183243088314732,0.9183243088376448,0.9183243088377068,0.9183243088377072,0.9183243088377072,0.7079114067337844,0.7602856508144129,0.7705591248829354,0.7717731834851052,0.7718968563648426,0.7719092467917418,0.7719104860662965,0.7719106099960713,0.7719106223890718,0.7719106236283731,0.9183243088377072,0.9206628340494576,0.8832371304280994,0.9177589850719742,0.918318144270064,0.9183242465659228,0.9183243082143484,0.9183243088314732,0.9183243088376448,0.9183243088377068,0.9183243088377072,0.9183243088377072,0.8875407236597431,0.920414607296568,0.9206904732420224,0.920666175294086,0.9206631740117538,0.9206628681041316,0.9206628374555096,0.9206628343900686,0.9206628340835188,0.9206628340528638,20000,5,2,1,0.95,0.1,1.0,0,10001,128,0.01,linear,100,pcaz,text,5,52785426
0,0,0.882566905942601,0.9168381808876946,0.9203032535649792,0.9378134907321344,0.9558528511828721,0.9572034794369164,0.9572216645417452,0.9572216924192024,0.9572216535108471,0.9572216535108471,0.8812624330383655,0.9164989682717329,0.9200844435693024,0.9374194175147208,0.955140020674261,0.9564021211377712,0.9564097195284668,0.956409066333288,0.9564086896143036,0.9564086896143036,0.003909086423553254,-0.1544540239758312,-0.12665848859453502,0.1948416425629764,0.6261166892587415,0.7094952145224224,0.7180434628008106,0.7185806764464371,0.7188489088645531,0.7188489088645531,0.9627525465131314,0.5396655659231907,0.9542133823357324,0.9626158925025246,0.9627509433080332,0.9627525301513726,0.9627525463491712,0.9627525465114914,0.962752546513115,0.9627525465131312,0.9627525465131314,0.9627525465131314,0.453100389054573,0.5155388210060694,0.5367169975226966,0.5393640290551752,0.5396353437916113,0.5396625430238648,0.5396652636263602,0.5396655356934039,0.5396655629001763,0.5396655656208547,0.9627525465131314,0.9619947384343334,0.9542133823357324,0.9626158925025246,0.9627509433080332,0.9627525301513726,0.9627525463491712,0.9627525465114914,0.962752546513115,0.9627525465131312,0.9627525465131314,0.9627525465131314,0.9531321464613032,0.9618265880921948,0.9619902056650655,0.9619944321648012,0.9619947093111796,0.9619947355370909,0.96199473814476,0.9619947384053776,0.9619947384314378,0.9619947384340438,0.925845218934684,0.8624941651585227,0.8924292535423737,0.9253589232767188,0.9258401485607339,0.925845168016114,0.9258452184252828,0.9258452189295898,0.9258452189346332,0.9258452189346836,0.9258452189346841,0.925845218934684,0.8499351953784935,0.8647066303789772,0.8627661082266196,0.8625218862579849,0.8624969425563073,0.8624944429511996,0.8624941929383195,0.8624941679365079,0.8624941654363215,0.8624941651863028,0.925845218934684,0.9244665822539844,0.8924292535423737,0.9253589232767188,0.9258401485607339,0.925845168016114,0.9258452184252828,0.9258452189295898,0.9258452189346332,0.9258452189346836,0.9258452189346841,0.925845218934684,0.8905811983511778,0.9239051298873784,0.9244535786813116,0.924465733595066,0.9244665019260684,0.9244665742665936,0.9244665814556992,0.9244665821741604,0.9244665822460021,0.924466582253186,20000,5,2,1,0.95,0.1,1.0,0,10001,128,0.01,linear,100,pcaz,text,5,98651468
0,0,0.8294283901192699,0.8584947498391681,0.8611458758030741,0.8782323110480428,0.9153814659565086,0.9222211263159548,0.9223531838597644,0.9223536718586179,0.9223535767943214,0.9223535767943214,0.8315424878144158,0.8609339364535551,0.8635989203445602,0.8804969320648224,0.9171092801475962,0.92372225014385,0.9238253756594704,0.9238229684443112,0.9238225391135164,0.9238225391135164,0.19058692755160256,0.05239794309203905,0.05389442466822636,0.2293391764027526,0.6687452869924206,0.8068336842696513,0.8204835849371428,0.8217826154173291,0.8219295446462829,0.8219295446462829,0.9583280115896048,0.5267879920533254,0.9490791463175228,0.9581526667811344,0.9583258631154508,0.9583279895623408,0.9583280113687698,0.958328011587396,0.9583280115895828,0.9583280115896046,0.9583280115896048,0.9583280115896048,0.4205167864145495,0.4987749401706773,0.523421446246463,0.5264444053531045,0.5267535624936066,0.5267845483868563,0.5267876476795752,0.5267879576158823,0.5267879886095843,0.526787991708954,0.9583280115896048,0.9589460765987547,0.9490791463175228,0.9581526667811344,0.9583258631154508,0.9583279895623408,0.9583280113687698,0.958328011587396,0.9583280115895828,0.9583280115896046,0.9583280115896048,0.9583280115896048,0.9500160088477156,0.9588414835127586,0.9589521452385628,0.958946890067608,0.9589461600682688,0.9589460849669912,0.9589460774357912,0.9589460766824606,0.9589460766071254,0.958946076599592,0.9196081900104056,0.8151182594241495,0.8849210564878124,0.919070430354317,0.9196024247874024,0.919608131900838,0.9196081894288436,0.9196081900045896,0.9196081900103475,0.9196081900104052,0.9196081900104056,0.9196081900104056,0.7679159563372249,0.8085781909454266,0.8143715006548082,0.8150424293131131,0.8151106646045272,0.8151174998238317,0.8151181834629341,0.815118251828016,0.8151182586645364,0.8151182593481885,0.9196081900104056,0.9212690490163048,0.8849210564878124,0.919070430354317,0.9196024247874024,0.919608131900838,0.9196081894288436,0.9196081900045896,0.9196081900103475,0.9196081900104052,0.9196081900104056,0.9196081900104056,0.8868945668831372,0.9207914515078098,0.9212698350976816,0.9212696519699074,0.9212691146010588,0.921269055627721,0.921269049677976,0.9212690490824772,0.9212690490229222,0.9212690490169666,20000,5,2,1,0.95,0.1,1.0,0,10001,128,0.01,linear,100,pcaz,text,5,6745896
0,0,0.8018240287133409,0.8280798374205939,0.8331115161355174,0.8656569717971585,0.9181122883839232,0.924736084493068,0.9248572903778268,0.9248590593605838,0.924859383089864,0.924859383089864,0.7976195091356495,0.824177675919215,0.8293363354522706,0.8624344786620726,0.9165177644958264,0.9239280789330384,0.9241594129827386,0.9241710712874324,0.9241763719498308,0.9241763719498308,-0.07495152194763842,-0.2858289439686181,-0.27016229794379765,0.05686264367186555,0.6666284422170903,0.8041867487701788,0.8166786793581949,0.8177244064975383,0.8182455039031917,0.8182455039031917,0.9588734182125408,0.522007633693623,0.94988013504695,0.9587142979312956,0.9588715036286548,0.9588733986218376,0.9588734180161724,0.9588734182105766,0.9588734182125209,0.9588734182125406,0.9588734182125408,0.9588734182125408,0.423437742277364,0.4955461525872826,0.5188087804308164,0.5216809241671958,0.5219748928968959,0.5220043589138816,0.5220073062086572,0.5220076009450673,0.5220076304187782,0.5220076333661494,0.9588734182125408,0.9589318154031212,0.94988013504695,0.9587142979312956,0.9588715036286548,0.9588733986218376,0.9588734180161724,0.9588734182105766,0.9588734182125209,0.9588734182125406,0.9588734182125408,0.9588734182125408,0.9497669294332348,0.9587420162449388,0.958926410080537,0.9589314415056656,0.9589317797224949,0.9589318118521944,0.9589318150482,0.9589318153676312,0.9589318153995724,0.9589318154027664,0.9211312258806392,0.8102979972791826,0.8869956062283612,0.9206147378054376,0.9211257460005448,0.921131170722184,0.9211312253286892,0.9211312258751192,0.921131225880584,0.9211312258806386,0.9211312258806392,0.9211312258806392,0.7692410062718198,0.8052442220838559,0.8097214657623207,0.8102394300410671,0.8102921311716231,0.8102974105743399,0.810297938607756,0.8102979914120293,0.8102979966924659,0.8102979972205093,0.9211312258806392,0.9202869891042841,0.8869956062283612,0.9206147378054376,0.9211257460005448,0.921131170722184,0.9211312253286892,0.9211312258751192,0.921131225880584,0.9211312258806386,0.9211312258806392,0.9211312258806392,0.8855686921267032,0.9196590812826702,0.9202690624706918,0.9202856737817876,0.9202868623780396,0.9202869764797528,0.9202869878423118,0.9202869889780916,0.9202869890916648,0.9202869891030219,20000,5,2,1,0.95,0.1,1.0,0,10001,128,0.01,linear,100,pcaz,text,5,48933554
0,0,0.8486526570907218,0.8798898454846411,0.8813858611640295,0.8899230922202535,0.914258132044928,0.9208545002965108,0.9210207285145644,0.9210228882129968,0.9210229458248208,0.9210229458248208,0.8495946621015953,0.8802697706054985,0.881660449643261,0.8900195710497776,0.9135136266602012,0.9193470713111276,0.919375010103433,0.9193622944035568,0.9193606476465488,0.9193606476465488,0.22551952798062724,0.14471819673749764,0.14320137935256272,0.23928030131330055,0.5672250248538588,0.7310534295914367,0.7518506513961308,0.7539511417918134,0.7541902238918119,0.7541902238918119,0.9526625631059404,0.5084923022522858,0.9425641051262454,0.9524104323952176,0.9526592599475644,0.9526625289934127,0.952662562763694,0.9526625631025168,0.952662563105906,0.95266256310594,0.9526625631059404,0.9526625631059404,0.3607402415558977,0.4694805624420235,0.5038238121475193,0.5080161126631513,0.508444587862092,0.5084875298568914,0.5084918250031878,0.5084922545272876,0.5084922974797927,0.5084923017750439,0.9526625631059404,0.9526708046752476,0.9425641051262454,0.9524104323952176,0.9526592599475644,0.9526625289934127,0.952662562763694,0.9526625631025168,0.952662563105906,0.95266256310594,0.9526625631059404,0.9526625631059404,0.942805998169196,0.9525198715241332,0.9526807425197876,0.9526721352311076,0.9526709412176582,0.9526708183644802,0.9526708060445208,0.9526708048121784,0.9526708046889404,0.9526708046766168,0.9166201833568058,0.7350628063789503,0.8812257109766795,0.9160104731077128,0.9166133431450844,0.9166201140099748,0.9166201826623664,0.9166201833498606,0.9166201833567366,0.9166201833568052,0.9166201833568058,0.9166201833568058,0.6429425239436888,0.7160046747009128,0.7328439151023902,0.7348371807938829,0.7350402057514451,0.7350605459347925,0.7350625803307187,0.7350627837740877,0.7350628041184625,0.7350628061529003,0.9166201833568058,0.9149529021538844,0.8812257109766795,0.9160104731077128,0.9166133431450844,0.9166201140099748,0.9166201826623664,0.9166201833498606,0.9166201833567366,0.9166201833568052,0.9166201833568058,0.9166201833568058,0.8810476312673611,0.9146199053641956,0.914977243699756,0.9149559935902988,0.914953217973187,0.914952933802677,0.9149529053194324,0.914952902470446,0.9149529021855406,0.91495290215705,20000,5,2,1,0.95,0.1,1.0,0,10001,128,0.01,linear,100,pcaz,text,5,21790362
0,0,0.8084372607362036,0.8352456335246065,0.8391843266492724,0.8651080935209516,0.9127978615630852,0.9198486827664252,0.9199726247966769,0.9199737175041328,0.9199735911222834,0.9199735911222834,0.8104097819128095,0.8370582504822788,0.8410141667046901,0.8673010755615593,0.9157605214798148,0.9230105710952246,0.9231527098203798,0.9231555628187966,0.9231560186169946,0.9231560186169946,0.1566473660180736,-0.03865650576585145,-0.032833683856432934,0.22222945852009807,0.7330525503967327,0.8409723291930874,0.8484368048120359,0.8491083147265737,0.8493293546589922,0.8493293546589922,0.9605277255555568,0.523607930088035,0.9518444746395941,0.9603878293621484,0.960526089405159,0.9605277088676748,0.9605277253883396,0.9605277255538842,0.96052772555554,0.9605277255555568,0.9605277255555568,0.9605277255555568,0.4365392474561564,0.4996992775161087,0.520702423383423,0.5233110036072015,0.5235781721601875,0.523604953640886,0.5236076324367673,0.5236079003228343,0.5236079271115059,0.523607929790374,0.9605277255555568,0.9617930417342776,0.9518444746395941,0.9603878293621484,0.960526089405159,0.9605277088676748,0.9605277253883396,0.9605277255538842,0.96052772555554,0.9605277255555568,0.9605277255555568,0.9605277255555568,0.9526111528287676,0.9615935563068736,0.9617852015388751,0.9617924014015232,0.9617929791690709,0.96179303549247,0.961793041110244,0.9617930416718756,0.9617930417280374,0.9617930417336537,0.9214767762662566,0.8534218311935198,0.8873890703808208,0.9209744549624209,0.9214715154046732,0.9214767234039499,0.921476775737378,0.9214767762609676,0.9214767762662036,0.921476776266256,0.9214767762662566,0.9214767762662566,0.8340588265533639,0.8540580346752322,0.8535108036300278,0.8534309543978902,0.8534227457375227,0.8534219226701183,0.8534218403414013,0.8534218321083097,0.8534218312849983,0.8534218312026673,0.9214767762662566,0.92459604404065,0.8873890703808208,0.9209744549624209,0.9214715154046732,0.9214767234039499,0.921476775737378,0.9214767762609676,0.9214767762662036,0.921476776266256,0.9214767762662566,0.9214767762662566,0.8902996979003249,0.92407709274982,0.9245891659759622,0.9245958298633206,0.92459602738425,0.9245960424226486,0.9245960438793264,0.9245960440245224,0.9245960440390374,0.9245960440404888,20000,5,2,1,0.95,0.1,1.0,0,10001,128,0.01,linear,100,pcaz,text,5,24885678
0,0,0.8463458497953931,0.8779614614759266,0.8799015270086241,0.8915708467230948,0.9200152467200846,0.9262015387856186,0.9263421774155556,0.9263433392573084,0.9263435382731592,0.9263435382731592,0.8463668326156482,0.8781988280689959,0.8801671841281183,0.8918122337323104,0.9201394031255546,0.9262383113167773,0.9263641304516812,0.926364291736948,0.9263639800341988,0.9263639800341988,-0.3451986272056171,-0.5785821687265182,-0.588230519787839,-0.40108463370256575,0.17613043589429567,0.4402116048109313,0.4749513473162598,0.4772061063787741,0.4783565457977569,0.4783565457977569,0.9552284511301584,0.4948461794027599,0.9457672376527606,0.9550193075639982,0.955225787841222,0.9552284237108448,0.9552284508551501,0.9552284511274076,0.9552284511301308,0.955228451130158,0.9552284511301584,0.9552284511301584,0.3678356308892945,0.4611765302193295,0.4908075894481653,0.4944341125848896,0.4948048888201516,0.4948420495036048,0.4948457664044119,0.4948461381028187,0.4948461752727424,0.4948461789897364,0.9552284511301584,0.9552631710138816,0.9457672376527606,0.9550193075639982,0.955225787841222,0.9552284237108448,0.9552284508551501,0.9552284511274076,0.9552284511301308,0.955228451130158,0.9552284511301584,0.9552284511301584,0.9453512299772804,0.955017866388886,0.9552574324886568,0.9552628431303958,0.9552631407651372,0.9552631680144862,0.955263170714197,0.9552631709839158,0.9552631710108852,0.955263171013582,0.9185297564916284,0.740755193917825,0.8843806702442598,0.9179718217623803,0.9185236228073148,0.9185296944657869,0.9185297558706634,0.9185297564854179,0.9185297564915664,0.9185297564916278,0.9185297564916284,0.9185297564916284,0.6661690055378067,0.7259332290210857,0.7390236064265991,0.7405790251469961,0.7407375463327867,0.7407534288516231,0.740755017408127,0.7407551762668243,0.7407551921527242,0.7407551937413145,0.9185297564916284,0.917656060911592,0.8843806702442598,0.9179718217623803,0.9185236228073148,0.9185296944657869,0.9185297558706634,0.9185297564854179,0.9185297564915664,0.9185297564916278,0.9185297564916284,0.9185297564916284,0.8829537576413532,0.9170221825765642,0.9176422293604952,0.917655228567548,0.9176559832541182,0.9176560532016844,0.9176560601411596,0.9176560608345544,0.9176560609038882,0.9176560609108216,20000,5,2,1,0.95,0.1,1.0,0,10001,128,0.01,linear,100,pcaz,text,5,43597880
