,0,1,2,3,4,5,6,7,8,9
0,-1.0149409,-0.9634891,-1.559233,0.07591401,-0.2699669,-0.17365362,0.83284587,-0.12823665,1.1405625,-0.104445
1,0.21892203,-1.427732,-1.0954502,0.071430415,-0.02740036,0.015733972,0.79709876,-0.003948055,-0.17219132,-0.0118478425
2,-0.06502569,-1.9247328,-0.8896112,0.03948112,-0.5838398,0.01996909,0.46164647,0.07257482,-0.7584819,0.03169063
3,0.5880769,1.555093,-1.569461,-0.012246266,-1.8244066,0.2218327,-1.5579677,0.22195664,-1.1702517,0.19297433
4,1.9964792,-0.042290375,-1.5733492,0.06027979,-0.94278884,-0.28615052,-2.1837797,-0.32871372,1.0492423,-0.26307458
5,-0.32612222,1.3246971,1.0921117,0.04357539,-0.14654726,-0.13529305,-0.8211661,-0.098722324,0.17209119,-0.08832626
6,-1.007735,1.9570684,0.3004024,-0.07700679,-0.63279593,0.24182418,-1.0584092,0.24008577,-0.3554351,0.13294575
7,-0.77555627,-2.6150491,0.84633255,0.12880418,0.087929845,-0.42066565,0.19162224,-0.33846307,-1.6559176,-0.20083699
8,-0.8400196,0.08189032,-1.1512825,-0.046355233,0.27856627,0.113396145,-0.913545,0.08237021,0.12273674,0.04624483
9,-0.49489155,-1.4703976,-0.9983132,0.012769602,0.21418086,-0.04977378,0.9773238,0.05542785,-0.33594495,0.038817413
10,-0.24340093,1.815533,-1.1173481,-0.042737707,0.27866116,-0.14710721,-2.231781,-0.18074101,1.2295499,-0.1302593
11,2.336734,0.0451179,-0.48389572,0.034918815,1.0805087,0.08544254,1.2149773,-0.041745245,1.222682,-0.015777588
12,-0.2752958,-0.42884272,0.44205722,-0.0018747486,-0.3597265,-0.0370045,-0.9248488,-0.048367053,1.6227144,-0.030849725
13,-1.7476939,-0.94935364,0.9004942,-0.030087244,-1.2661272,0.18786076,0.44443363,0.2737133,-0.040924817,0.16222513
14,-0.23694947,0.27885258,1.0600846,0.058082048,0.01903984,-0.07950893,0.25394654,-0.08977865,-1.9625378,-0.039957464
15,1.9513252,0.60254025,-1.2518333,0.03304906,-0.32384738,-0.2500502,-0.4910221,-0.27207655,0.578917,-0.16184495
16,0.57316184,0.71260273,1.3500062,-0.01651321,-0.7959337,0.014544589,0.3641916,0.042249553,-0.23664224,0.003018812
17,-1.0324297,-1.0152946,1.4463525,0.08242655,0.08176452,-0.26001555,-0.3681745,-0.24965823,1.5877602,-0.08719462
18,1.0545342,-0.1484485,-1.0941702,0.0055713085,0.4625818,-0.050294627,-1.1374764,0.013696164,1.311403,0.01551652
19,-1.3570409,-1.188801,0.25419834,0.049362242,-1.2045505,-0.2203905,-1.9727457,-0.097655565,1.2665923,-0.09764393
20,0.3362819,-0.23492755,-1.5987195,-0.11174784,0.919358,0.36026037,-1.5292537,0.41999674,-0.1883477,0.19082011
21,-0.6634176,1.0289814,1.0746548,0.03201993,-1.0599616,-0.036310658,0.97845256,-0.074699014,0.8069701,0.060807012
22,0.40455145,-0.71436965,-0.8318793,-0.061830144,-1.2060341,-0.002277173,-1.8486322,0.07644077,0.98055327,0.011278167
23,-1.1040348,0.29511252,-0.77196455,0.06431987,0.914187,-0.25384754,-1.1387498,-0.2866357,0.36054665,-0.1442723
24,0.43301502,0.8931,-1.057267,-0.010132149,1.7250888,0.11697397,0.84671557,0.075535655,-2.2273939,0.03720072
25,-0.9657811,-0.38401628,0.38784462,0.11347712,-0.20897523,-0.018033206,0.16956484,-0.046248287,-2.1917334,-0.08124396
26,-2.2926617,-1.182454,0.62363094,-0.0871348,0.4482834,0.05315631,-0.0403167,0.218166,-0.8774556,0.08441757
27,-0.14403397,1.7863555,0.6459868,0.10638566,1.2280757,-0.20950167,0.15497875,-0.20543298,0.8299892,-0.06911198
28,0.19435096,1.3202337,-0.30273777,-0.065680444,0.32626897,0.42656088,-0.30245835,0.30452806,-0.86581755,0.11453256
29,-1.6411929,-0.7495653,1.1896454,0.00407899,0.78314745,-0.20698681,-0.045487612,-0.12927446,0.41565925,-0.03414324
30,-0.33054784,-2.5646124,-1.0189286,0.07339188,-0.3715216,-0.20456332,-0.80463755,-0.072595045,0.48572004,-0.06947687
31,0.6335075,-0.23757331,-0.045801926,-0.1034892,-1.3378512,0.18154852,0.82739633,0.1362513,1.4781694,0.076454476
32,-1.794363,-0.26443893,-1.2207776,0.0639167,0.99812686,-0.34210983,1.4570489,-0.20953634,-0.8937662,-0.16120549
33,0.58776665,2.2437885,0.18335822,0.031437725,0.13554882,-0.07654714,-0.56734216,-0.12504703,-1.3341129,-0.07951239
34,-1.133158,0.36943078,0.23488064,0.034870222,-0.5752567,0.11755389,1.4955616,0.08248238,-1.1402467,0.034715578
35,1.2612017,-0.64790493,-0.43755692,-0.013584733,-2.0215292,0.24187037,0.40393347,0.30492824,-2.5705216,0.15715662
36,-1.4235228,1.7984911,0.6615937,0.016969241,0.78672755,0.031618267,-0.26311648,-0.05897455,1.5116371,-0.03386645
37,-1.124304,0.28937757,0.3282764,0.014606409,-0.68419904,0.15173745,1.2652891,0.15006031,-1.0886655,0.08365688
38,-1.4126071,1.3402423,-1.1042072,-0.030241225,0.19537339,0.17178679,0.32508495,0.12292732,-0.40253204,0.010520145
39,0.3311464,-0.88577396,-0.98582536,0.0085921455,-0.8871603,-0.11057125,-0.68708205,-0.02756022,1.5334132,-0.02344945
40,-0.41523796,-1.0725853,0.7247535,0.064371236,0.6635672,-0.1726067,-0.38415396,-0.11272986,1.4737278,0.04964426
41,-0.02572747,2.2453313,-0.03936798,0.009678862,-0.18204096,0.0741677,-0.63508224,0.0502975,0.06065546,0.05326259
