,0,1,2,3,4,5,6,7,8,9
0,-0.08859437,-0.00029495358,0.82828623,-1.0681608,0.40319315,-0.029144071,-0.53569245,0.29644364,-1.6020637,0.6792412
1,0.7239278,0.061764695,-0.30171186,0.93342054,-0.09106185,-1.3349353,-0.03621839,-0.16798277,-0.39407608,1.1024119
2,0.7277472,0.014119871,-0.33901042,0.42081025,0.049313217,0.36607498,-0.7962114,0.100366086,-1.2219622,-1.1667403
3,0.8629683,-0.085548796,-0.13105066,2.0066571,-1.0556961,1.4040884,1.5363116,-0.28926468,0.6551611,0.101316474
4,1.7534565,-0.10431918,0.6634128,0.016835507,0.47890052,0.16218072,-2.186192,0.03638263,-0.7240545,0.4174733
5,-0.20400667,-0.040819578,0.5487485,-1.6003774,0.0711611,-0.17526042,-0.12342294,0.019903094,0.90572894,-1.3536781
6,1.9827611,-0.46723205,0.6620989,0.1993485,-0.99914277,0.5720137,0.93726945,-0.18671462,0.19547899,1.6403662
7,-0.9558918,-0.12796143,1.2298284,1.5176388,0.5373944,0.9421168,0.8246608,0.09203689,-0.04576429,-0.93077594
8,-0.30767688,-0.2823559,-0.72888947,1.2464844,-1.3335726,-0.66403955,-0.6915969,0.35666716,1.212425,-0.43113062
9,0.34932706,0.2092897,-2.408722,-0.3624931,-0.90887094,1.4335403,0.2612775,-0.31761315,0.74714047,-0.29642013
10,0.8183567,-0.035488628,1.0406673,1.403185,-0.83477545,-0.9723545,-0.44205502,0.3984053,0.105991006,-1.8532292
11,0.10042573,0.1618231,1.5631168,-0.12871447,1.4080523,0.049493484,-0.7958929,0.07434125,-1.2575915,0.5455557
12,0.9581316,-0.08329451,1.5026121,-0.6035856,-0.27016693,-0.19008219,-0.82988495,0.5000126,-0.14073601,0.554944
13,0.30591255,-0.099061824,0.06173308,-0.46186382,1.1826485,0.23469669,0.50802994,0.27535218,-1.6831987,-0.7556592
14,-0.20400667,-0.040819578,0.5487485,-1.6003774,0.0711611,-0.17526042,-0.12342294,0.019903094,0.90572894,-1.3536781
15,-0.073779635,0.04600855,1.110723,0.20720662,-0.83017,-0.31779066,-0.7208761,0.39690578,-0.32618627,1.9982561
16,-0.34514683,0.10107467,0.59304863,0.57620996,1.0429248,1.4564241,0.19408607,0.04777001,-1.6758466,-0.36003178
17,-0.8348477,0.09033438,0.013412485,-0.25922093,-0.1881186,-0.13487494,0.85803175,0.061167553,-0.39731386,-1.8210378
18,-1.9899309,0.32176825,-0.06375376,-1.7000586,-0.3309593,-1.3056828,-1.0679891,-0.19322482,0.36289582,0.9576258
19,-1.480933,-0.004951529,-0.3354353,1.8348943,-0.24577668,-0.4149468,0.7584629,-0.04852809,-0.35415372,-0.6834964
20,0.11824415,-0.17533046,-0.9697995,2.1145573,1.0336921,0.34403595,-0.0063852817,-0.20229867,0.35378477,1.6312349
21,1.46475,-0.10040991,-1.124133,0.47612324,-0.024835669,-1.4716817,1.0014081,0.4434842,2.118625,-0.4163035
22,0.07550242,0.047063343,-0.5979142,0.4390052,1.3605499,-1.3049113,-0.8805558,-0.07262716,1.583066,0.38035432
23,-0.6220427,0.15687665,0.5659843,0.23083411,1.396371,0.73132426,0.2077063,0.2311462,-1.5521643,1.3574384
24,-1.9371974,-0.008623153,0.7617599,-1.4614649,-0.8258113,-0.02029515,-1.1741135,-0.3646074,0.78255814,0.2676972
25,0.018041588,0.3288865,-1.1919119,-1.5383435,0.14350823,1.2224087,-0.41342452,-0.17987442,1.0407014,1.4532832
26,1.1327236,-0.7519652,1.2676933,-2.1615484,1.0871621,0.10135495,0.2297886,0.5665861,0.101772815,-0.11760021
27,-1.5301878,-0.33571398,0.56351715,0.38490933,-1.1872861,0.84793633,1.3178005,-0.36631238,-0.119977444,0.08649895
28,-0.70738083,0.07340679,1.7015965,-1.1623298,0.57890123,-0.26700386,-2.1690884,0.34968734,-0.86111224,0.12533578
29,-0.8348477,0.09033438,0.013412485,-0.25922093,-0.1881186,-0.13487494,0.85803175,0.061167553,-0.39731386,-1.8210378
30,2.20128,-0.37614655,-0.14953062,-1.3580046,-0.15059468,-0.20999771,-0.25374168,0.11480053,1.0067796,-0.5277302
31,1.1192806,-0.28070766,1.3100951,-0.48472583,-0.6790248,0.071216114,-0.6081082,0.433231,0.22392553,0.503745
32,-0.09912839,0.33262795,0.7241249,1.8955327,-0.40632832,0.061306857,-0.6329279,-0.119844705,-0.2105507,1.7715639
33,-0.5320297,0.31258547,0.8129998,0.39551163,1.6737895,-0.31356356,-0.13275847,0.069369525,1.6935704,0.11720141
34,-0.20400667,-0.040819578,0.5487485,-1.6003774,0.0711611,-0.17526042,-0.12342294,0.019903094,0.90572894,-1.3536781
35,1.2268034,-0.5208657,-1.7071718,0.4943356,-1.2149926,0.6656527,0.5405555,-0.2006092,-0.2599312,-0.10159782
36,-0.8348477,0.09033438,0.013412485,-0.25922093,-0.1881186,-0.13487494,0.85803175,0.061167553,-0.39731386,-1.8210378
37,0.9820929,-0.17568523,1.0153713,0.5447681,-0.5985965,-1.375676,0.53641295,0.04516767,0.14134614,0.7549301
38,1.8937056,-0.35922173,-1.6108223,1.1768556,1.6775616,-0.919238,1.0908159,0.0026707724,-0.06295426,0.27566653
39,-0.67538506,-0.12760398,-1.1152697,1.0027364,-0.49270788,-1.1475661,-1.0820851,0.21580957,0.9208298,-0.41452155
40,-1.4633021,0.6535194,-0.688423,2.2458737,0.091522045,-0.3166085,-0.42868784,-0.09293714,-1.3109254,1.4417298
41,0.69329995,-0.4560373,0.55336714,-1.0820304,-0.060444616,-0.083595484,-0.490629,0.42390692,-0.84674233,0.13692248
42,1.3291976,0.07295623,2.4407434,1.4970995,1.4720832,-0.093165465,-0.22394636,0.23038997,0.2892193,0.73483044
43,1.9132695,-0.3078558,-0.16943154,-1.8323643,-0.22863176,-0.90537685,-1.0723505,0.21175121,0.85789436,-1.0412555
44,-0.8348477,0.09033438,0.013412485,-0.25922093,-0.1881186,-0.13487494,0.85803175,0.061167553,-0.39731386,-1.8210378
45,-1.6069741,-0.083546065,-0.48008013,-0.263407,-0.10461349,-0.16334864,0.4431864,-0.176468,-0.6260562,1.1885278
46,0.91277313,-0.6084072,0.9085707,-1.4626732,-0.35330155,-0.2725001,0.5062629,0.86165845,-0.9740171,0.49317667
47,0.2409406,0.07735383,0.87584335,-0.10622644,0.15869066,-0.1708248,0.041644886,0.34452254,0.19435251,-1.3179504
48,1.5516467,-0.34278154,-1.4903642,1.1970859,-0.017251462,-0.9223767,1.5962926,-0.13225724,-1.3103292,-0.12258933
49,0.3757469,0.052670695,-0.08990755,1.2587136,-1.0357761,-0.7521371,-0.022372693,-0.49228603,0.4426702,1.8382653
50,0.16335243,-0.32158896,0.32594255,-0.90021884,0.61851954,-0.14377448,-1.1724985,0.1125091,-1.1235523,-0.15269756
51,0.7808388,-0.22062212,0.6724623,-0.97300553,0.72435206,-0.32956317,-0.09478314,0.44254112,-1.3619893,0.18952379
52,-0.8427393,0.0114567205,0.7195933,0.257663,0.7870794,-0.094167806,-0.63424724,0.07582112,-0.82391447,0.2497609
53,-0.8387647,-0.06728502,-0.5032232,2.3770812,-0.6382589,-1.0784315,0.0953058,-0.06770618,-0.45980933,-1.3183664
54,2.0110116,-0.5404474,-1.3588887,1.2785807,1.0452212,-1.0574,0.26446223,0.12751432,0.2047947,0.025723718
55,1.0426047,-0.5220028,0.36651218,1.3707753,-0.86217946,0.32334572,2.2501373,-0.5039084,0.60308754,1.5812699
56,1.5391946,-0.46187955,-1.8463192,0.61046064,0.62012666,1.3385044,0.9521142,-0.26241654,-0.50716645,-0.0408346
57,0.8956474,-0.32809356,1.5597416,0.5166313,0.9057767,1.3897865,1.9402547,0.06904417,0.65134245,0.8715431
58,-0.57711643,0.28680196,-1.3449425,-1.0000632,-0.20452005,0.030369215,0.77035284,-0.35507026,1.7792065,-0.845136
59,0.2527361,0.0875419,-0.043552544,2.351476,0.6756831,-0.86193615,-0.84123015,0.08352296,-1.2106705,1.1095339
60,-0.39562824,-0.099798165,-0.61563647,1.6809283,0.064905085,-0.2382927,-0.7059355,-0.009893946,-0.94282603,-1.33051
61,-0.08653861,-0.08317562,0.5102726,2.4060144,-0.39807287,-0.13028604,-0.6851617,-0.4219129,1.0096617,1.1337011
62,0.96085376,0.004351534,-2.1184735,-0.104808375,0.9109956,-0.58422107,1.3917556,0.04003556,-0.61684865,-0.6104532
63,-0.20400667,-0.040819578,0.5487485,-1.6003774,0.0711611,-0.17526042,-0.12342294,0.019903094,0.90572894,-1.3536781
64,1.7141519,0.3433285,-0.103700526,-0.18481207,0.43978462,0.11600115,0.91115046,-0.20320079,-1.2626,2.441206
65,1.362557,-0.24393189,-1.6715486,0.82715297,1.014373,0.89390856,-0.42726195,-0.054404005,1.1263618,0.18397501
66,-0.86098164,0.3709295,-0.15600349,0.4092043,0.30431023,1.1826427,-0.19303744,0.15585168,2.2816553,-0.66100377
67,0.64071554,0.063978575,1.3725913,-0.60758513,0.47774008,-0.2974706,-0.08682043,0.23634546,-0.6484642,-1.730003
68,0.091232486,0.01635512,0.24074216,1.8298628,-0.49830994,-0.60984313,0.8910016,-0.5213256,0.7717033,1.6562588
69,0.40881413,0.2506043,-1.9425054,0.04682077,2.0177655,-1.3568822,0.024108112,-0.050939336,0.3666523,-0.86132544
70,-0.23993114,0.11597646,-1.5182636,-0.14219223,0.17120752,-2.0129957,1.7745728,0.07894212,-0.39824638,-0.6866525
71,-0.20400667,-0.040819578,0.5487485,-1.6003774,0.0711611,-0.17526042,-0.12342294,0.019903094,0.90572894,-1.3536781
72,0.28755215,-0.15308017,1.1343621,0.36877024,-1.4963657,0.87898445,-0.09860168,0.08106251,1.2157795,0.45564118
73,2.1539378,-0.13683414,0.59043074,1.0030198,0.7714312,-0.8765797,1.5806918,0.2175511,1.5578381,-0.002980888
74,1.0538317,-0.40534857,0.3841223,1.0253328,-1.4249856,-0.41797623,1.11135,-0.4750073,0.4028757,1.971227
75,-0.20400667,-0.040819578,0.5487485,-1.6003774,0.0711611,-0.17526042,-0.12342294,0.019903094,0.90572894,-1.3536781
76,-0.8348477,0.09033438,0.013412485,-0.25922093,-0.1881186,-0.13487494,0.85803175,0.061167553,-0.39731386,-1.8210378
77,0.38585436,0.26559952,0.6221898,-0.9922255,-0.12245643,0.104005925,-0.9463746,-0.007404551,-1.1043075,-1.9561071
78,0.2648227,0.3012275,0.94068027,0.2171569,-1.4227222,0.023983292,-0.48822534,0.22946353,-1.1023438,0.91178554
79,2.0463982,-0.3674617,0.8495232,0.8297777,-0.2829738,-0.53884345,2.1326709,-0.040967986,0.8778057,0.69421756
80,0.13974544,0.058930345,-1.9965062,0.73439074,-0.34430507,-1.338461,-0.34798843,0.16511287,0.5814761,-0.3152034
81,-0.7214537,-0.028637312,-0.9720544,2.1131063,-0.0670071,-0.57324547,-0.35815996,-0.13351232,-0.45851418,-1.732
82,1.4887135,-0.27135926,0.1798874,1.1455874,-1.945867,-0.086544074,0.51192355,-0.3713892,0.29318967,0.80390626
83,2.2205858,-0.3674724,-0.28559926,1.5131942,1.929726,-0.6152238,-0.3842131,-0.0042819157,0.5623344,0.38463944
84,0.18974581,0.08541233,-2.056013,0.9261695,1.8439914,0.8418924,0.0663344,-0.18466613,0.9315783,0.97930044
85,0.44979143,-0.23203856,-0.18730445,-1.6212323,-0.3580211,0.6182129,-0.20515147,0.36262643,-0.9695716,0.71867645
86,-0.9282786,0.25487137,0.43353206,1.0022374,-0.84006226,0.3027533,-0.6978378,0.23019384,2.180597,-0.228445
87,0.33824837,0.5705085,-2.3025243,-0.45359424,-1.151746,-1.4335097,0.107159615,-0.25761813,0.67653155,0.32411936
88,1.2781296,-0.41001913,-0.31068096,-0.72290707,0.32584146,-0.48857722,-1.8012106,0.0106830895,-1.7441376,-0.014285922
89,-1.6932547,-0.15411876,-0.46212763,-2.037232,-1.0723249,0.52158225,-0.62951714,0.29205614,0.27348104,0.37542552
90,0.69699174,-0.36319187,-1.1989589,0.41717914,-2.0259106,1.122754,0.08582479,-0.6017157,-0.26449293,0.645371
91,-0.104799084,0.09226187,-1.0270404,0.47967643,-0.06776925,0.5856744,1.0339919,-0.4023283,-1.0292199,1.5855204
92,0.35685515,0.045046307,-0.8858904,-0.586042,1.0644156,-0.76672584,-0.24628669,-0.07951975,2.369361,-0.61017287
93,-0.8348477,0.09033438,0.013412485,-0.25922093,-0.1881186,-0.13487494,0.85803175,0.061167553,-0.39731386,-1.8210378
94,0.14420512,0.060751252,0.6875697,1.6442019,-0.46581924,-1.2216246,0.9132118,-0.45123124,0.6242061,1.8338182
95,-1.5024022,0.45987043,0.276513,1.6604742,0.09877504,0.010418825,-1.2322724,0.06796907,-0.71701455,1.0428413
96,-0.20400667,-0.040819578,0.5487485,-1.6003774,0.0711611,-0.17526042,-0.12342294,0.019903094,0.90572894,-1.3536781
97,-1.1686449,0.21899706,1.9752414,0.23008814,-1.266942,0.13518435,0.7691487,0.29141986,-1.2136601,1.4667393
98,0.20329171,0.07055015,1.7753942,1.4455253,-0.064783596,-0.33779624,-0.8405572,-0.005101815,-1.971355,-0.095056675
99,-1.553059,0.24121067,1.3268759,0.12071889,1.3894721,1.7097745,1.1501808,0.28273153,1.6542921,0.24174348
100,1.0120736,-0.04586199,-0.64778495,-0.85318744,-1.2368655,-0.078095086,-1.0028423,-0.32358003,1.0142876,0.73795784
101,-0.140944,0.1351853,0.30044737,-1.0538865,-1.0091937,-1.6173158,-0.93302083,-0.25031137,1.5710173,0.48321822
102,-1.6370676,0.3490636,-0.25712538,-1.9169991,-0.59032845,-1.3680447,-1.0596143,0.16793855,0.12111351,1.1018597
103,1.2969625,-0.12908918,-1.8625412,1.0398716,1.5151409,-1.0980563,1.5906583,-0.2845563,-0.87803614,0.55237335
104,0.33604503,0.28623697,0.75054145,-1.0017232,0.69300765,0.11156615,-1.4674977,0.03984855,1.9669973,0.95015055
105,-1.6745682,-0.034497164,0.69905907,0.36643872,0.62347686,-0.39354247,0.34856236,0.09126194,-1.2106329,0.35086122
106,0.58692175,-0.25490195,-1.3575264,1.0384047,-0.16636366,0.76944333,0.4623487,0.0104807615,1.0534465,0.037966073
107,0.6629671,-0.10591302,-0.69331825,0.54943764,2.207631,0.9328828,2.5851326,-0.4075526,-0.91049504,2.1903172
108,1.1483572,-0.1336963,-0.91979015,0.59828997,0.9527101,0.114726074,0.5563345,-0.3820954,-0.33567134,1.2751604
109,-0.7085686,0.17821926,-0.3315698,0.43054834,-0.6212052,0.75634265,-0.7024223,0.11447634,1.8133211,-0.90287703
110,0.9048932,-0.09532555,1.3050933,-0.78473413,0.5150507,-0.21696958,-0.0024659932,0.5475249,-0.8427808,0.6192731
111,0.24256214,0.016580112,-1.6147668,-0.40984675,-0.94321966,0.2241441,1.5608691,-0.20828275,1.3976626,-0.6694566
112,-0.31238243,0.2176787,0.8373287,0.3337202,1.6998284,0.35201865,-1.0099231,0.35420877,-1.0074544,1.0985138
113,-0.5280541,0.16749164,2.4200623,1.1502107,-0.10787142,-0.23900685,-0.70981556,0.38023305,-1.3050694,-0.45151418
114,1.1477084,-0.16079023,-1.5845538,1.5221779,0.35518083,-1.0850421,-0.33443606,-0.35136986,-0.7366606,0.3891701
115,0.0019428805,0.11166424,0.36669737,1.9266282,-0.8803295,-0.30077326,-0.11356207,-0.4409545,0.9570061,1.2665938
116,0.78245515,-0.21479143,1.0901637,-0.96609694,-0.30643657,-0.2880008,-0.10360086,0.5319536,-1.0861651,0.48171726
117,2.255428,-0.2996851,1.1527421,-0.40364164,0.2313557,-0.2363486,-1.0094527,0.51183087,0.16333741,0.66817313
118,-0.8348477,0.09033438,0.013412485,-0.25922093,-0.1881186,-0.13487494,0.85803175,0.061167553,-0.39731386,-1.8210378
119,0.330809,-0.1119182,0.17628767,1.0270282,-0.02252756,1.7117792,0.6104655,-0.12956363,-0.22901346,-1.0977412
120,-0.08640627,0.037715442,1.2094041,-0.076140754,-1.000464,-0.33315432,0.85802424,0.40165108,0.38329247,-1.4160203
121,-0.8348477,0.09033438,0.013412485,-0.25922093,-0.1881186,-0.13487494,0.85803175,0.061167553,-0.39731386,-1.8210378
122,1.6396991,-0.13866854,-1.268339,-0.83088887,1.9135123,-0.78467834,1.0609568,0.17578553,-2.2388742,-0.15303424
123,1.2321166,0.052211277,-0.7334225,-1.416227,-0.87726134,-0.56171143,1.3276939,-0.23638979,0.36214116,0.8585113
124,0.4175553,0.018023618,2.1640384,1.8909477,1.2186383,-0.13682324,1.4045156,0.35716617,-1.4467705,1.3812889
125,0.79561573,-0.14092988,0.23839916,0.70237774,0.02713409,0.9176795,-0.15472016,-0.028800443,-0.36137128,1.1687409
126,-0.8348477,0.09033438,0.013412485,-0.25922093,-0.1881186,-0.13487494,0.85803175,0.061167553,-0.39731386,-1.8210378
127,0.3675006,0.19574162,-1.8827784,-0.82391465,-1.966463,0.38073403,0.75064814,-0.29654515,0.53240895,-0.029132381
128,-1.9569647,-0.009551771,0.16363774,-0.048401568,-0.2348856,-0.5350525,0.5316797,0.0034179613,-0.9240798,0.7690958
129,0.172077,0.18821114,0.029183114,0.60081714,-1.1753863,1.0793246,0.499938,-0.01166594,-1.2498404,1.6075321
130,0.81628203,-0.26963162,0.53280205,0.77150106,-0.92214435,-0.054454453,-0.13858584,0.1772288,-0.57686436,-1.1375307
131,1.1761081,-0.3684427,-0.82757866,1.0409062,0.9613318,1.1547962,0.41120386,-0.01803805,0.81556606,-0.25082144
132,-0.20400667,-0.040819578,0.5487485,-1.6003774,0.0711611,-0.17526042,-0.12342294,0.019903094,0.90572894,-1.3536781
133,0.30504018,-0.21282738,1.3101239,0.5418168,-0.9815244,-0.103210665,-0.44936973,0.16575055,-0.035303473,1.8383838
134,1.9132695,-0.3078558,-0.16943154,-1.8323643,-0.22863176,-0.90537685,-1.0723505,0.21175121,0.85789436,-1.0412555
135,1.2730043,-0.22275636,0.15433232,-1.1467096,-0.08970224,0.48176038,-1.4665196,-0.11694664,1.280102,-0.6099839
136,-0.6668966,0.049037628,-1.4950774,0.90609735,0.7802059,-1.0374005,-0.08649573,0.10546067,1.0893843,0.35269025
137,0.93865913,0.08927403,-1.0374541,-1.4095932,-1.1120924,0.19056863,1.2085023,-0.27564636,0.53868806,0.8976386
